,Wife's age,Wife's education,Husband's education,Number of children ever born,Wife's religion,Wife's now working?,Husband's occupation,Standard-of-living index,Media exposure,Contraceptive method used
993,46,3,4,9,1,1,3,4,0,3
994,25,4,4,1,1,1,1,4,0,3
995,21,2,1,3,1,0,3,1,1,3
996,25,2,3,4,1,0,3,2,0,3
997,28,2,3,6,1,1,2,4,0,3
998,36,2,4,11,1,1,1,4,1,3
999,46,1,2,9,1,0,3,4,1,3
1000,35,2,2,6,1,0,3,1,1,1
1001,41,3,2,11,1,1,2,3,0,1
1002,27,2,4,1,1,0,1,1,0,1
1003,25,4,4,0,1,0,3,4,0,1
1004,23,2,2,2,1,1,3,3,0,1
1005,48,1,1,1,1,0,3,3,1,1
1006,23,4,4,0,1,0,1,4,0,1
1007,31,3,4,2,1,1,3,3,0,1
1008,49,4,4,1,1,1,3,4,0,1
1009,42,2,3,2,1,1,1,4,0,1
1010,26,2,4,3,1,1,3,4,0,1
1011,21,2,2,1,1,1,3,2,0,1
1012,29,3,4,4,1,1,1,4,0,1
1013,38,1,2,12,1,1,2,3,0,1
1014,25,4,4,2,1,1,3,2,0,1
1015,22,4,4,0,1,1,3,2,0,1
1016,20,3,4,0,1,1,3,3,0,1
1017,35,4,4,1,1,1,1,3,0,1
1018,32,2,3,1,1,1,3,3,0,1
1019,38,2,4,3,1,1,1,3,0,1
1020,27,1,2,4,1,1,1,4,1,1
1021,41,2,4,1,1,1,2,3,0,1
1022,28,3,4,0,1,0,1,3,0,1
1023,23,4,4,1,1,0,3,3,0,1
1024,27,4,4,1,0,0,2,4,0,1
1025,33,4,4,2,0,1,1,4,0,1
1026,39,2,2,5,1,0,3,2,1,1
1027,41,2,2,5,0,1,2,2,0,1
1028,40,2,2,8,1,1,1,3,0,1
1029,43,3,4,10,1,1,3,3,0,1
1030,35,3,4,6,1,0,2,2,0,1
1031,32,3,4,0,1,1,3,4,0,1
1032,49,2,3,4,1,1,2,3,0,1
1033,47,2,2,4,1,1,3,1,0,1
1034,42,4,4,1,1,1,2,4,0,1
1035,48,4,4,4,0,1,1,4,0,1
1036,42,4,4,3,1,1,1,4,0,1
1037,37,4,4,2,1,1,1,4,0,1
1038,23,3,3,1,1,0,2,4,0,1
1039,24,3,4,0,1,0,2,3,0,1
1040,43,2,3,3,0,1,2,3,0,1
1041,24,3,3,2,1,0,3,2,0,1
1042,29,2,4,0,1,0,3,4,0,1
1043,45,1,1,0,0,0,2,1,0,1
1044,31,4,4,3,1,0,2,3,0,1
1045,44,1,4,9,1,1,1,2,0,1
1046,28,2,3,1,1,1,3,1,0,1
1047,28,3,4,1,0,1,2,2,0,1
1048,33,1,2,0,1,0,3,3,0,1
1049,43,4,4,6,1,1,1,3,0,1
1050,34,3,4,4,1,1,1,3,0,1
1051,36,1,4,2,1,1,2,2,0,1
1052,22,4,4,0,1,0,2,4,0,1
1053,35,2,3,8,1,1,3,3,1,1
1054,25,4,4,1,1,1,1,4,0,1
1055,43,1,2,8,1,1,2,2,1,1
1056,46,1,4,8,1,1,1,4,1,1
1057,27,3,4,2,1,1,1,3,0,1
1058,30,1,1,7,1,1,2,3,0,1
1059,25,4,4,1,1,1,3,4,0,1
1060,42,4,4,1,1,0,1,4,0,1
1061,30,1,3,1,1,1,3,4,0,1
1062,27,3,3,4,1,1,2,4,0,1
1063,45,2,3,11,1,1,2,3,0,1
1064,29,3,4,2,1,1,1,3,0,1
1065,36,1,4,1,1,1,3,3,0,1
1066,49,1,2,8,1,1,3,1,1,1
1067,47,1,4,7,1,1,2,3,0,1
1068,30,4,4,4,1,1,2,4,0,1
1069,24,2,3,2,1,1,3,1,0,1
1070,48,1,1,6,1,1,2,3,1,1
1071,47,1,2,2,1,1,2,3,1,1
1072,24,3,4,1,1,0,3,3,0,1
1073,48,3,4,5,1,1,2,3,0,1
1074,38,1,2,8,1,1,3,3,1,1
1075,45,3,4,0,1,1,1,3,0,1
1076,43,4,4,3,0,1,2,4,0,1
1077,33,1,1,5,1,1,3,1,1,1
1078,37,3,4,7,1,1,3,4,0,1
1079,36,2,1,6,1,1,2,3,0,1
1080,25,3,4,3,1,1,1,1,0,1
1081,49,4,4,6,0,0,1,4,0,1
1082,30,4,4,1,1,0,1,4,0,1
1083,35,4,4,5,1,1,1,4,0,1
1084,28,2,4,0,1,1,3,1,0,1
1085,30,4,2,0,1,0,3,3,0,1
1086,27,4,4,2,1,0,1,4,0,1
1087,45,2,4,8,1,1,2,3,0,1
1088,46,3,1,5,1,1,3,2,0,1
1089,28,1,4,0,1,0,4,1,0,1
1090,21,2,4,0,1,1,2,2,0,1
1091,20,3,4,2,1,1,3,3,0,1
1092,28,3,3,5,1,1,3,3,0,1
1093,25,3,3,1,1,1,2,2,0,1
1094,38,1,2,6,1,1,2,1,1,1
1095,20,3,4,1,1,1,3,2,0,1
1096,24,3,4,2,1,1,2,4,0,1
1097,39,3,1,1,1,1,2,3,0,1
1098,25,1,3,1,1,1,4,2,0,1
1099,23,3,4,4,1,1,3,1,1,1
1100,24,4,4,1,1,0,1,3,0,1
1101,26,4,4,3,1,1,1,4,0,1
1102,20,3,4,2,1,1,3,2,0,1
1103,31,3,3,1,1,0,3,4,0,1
1104,22,4,4,0,1,1,2,1,1,1
1105,36,2,3,6,1,1,2,3,0,1
1106,45,3,4,0,1,1,1,3,0,1
1107,47,2,2,7,1,1,2,2,0,1
1108,30,2,3,1,1,1,2,1,0,1
1109,35,4,4,3,1,1,1,4,0,1
1110,34,2,2,9,1,0,2,3,0,1
1111,28,4,4,1,1,0,1,3,0,1
1112,18,3,4,1,1,1,3,3,0,1
1113,25,2,3,2,1,1,3,2,0,1
1114,27,3,4,0,1,0,3,3,0,1
1115,21,4,4,1,1,1,3,4,0,1
1116,19,4,4,1,1,1,1,3,0,1
1117,26,4,4,0,1,1,3,4,0,1
1118,28,4,4,5,1,1,1,4,0,1
1119,38,1,3,4,1,0,2,2,0,1
1120,39,2,3,10,1,1,3,4,0,1
1121,45,2,3,6,1,1,3,2,1,1
1122,30,3,4,4,0,1,2,3,0,1
1123,47,2,4,2,1,1,3,2,1,1
1124,38,2,2,6,1,1,3,4,0,1
1125,42,3,3,5,1,1,2,2,0,1
1126,31,4,4,2,1,1,1,2,0,1
1127,44,1,2,2,1,1,3,1,0,1
1128,42,4,4,3,1,0,1,4,0,1
1129,28,4,4,2,1,1,1,3,0,1
1130,34,2,4,6,1,0,3,4,0,1
1131,45,1,3,7,1,0,1,3,0,1
1132,43,4,4,5,1,1,1,3,0,1
1133,28,3,4,0,1,0,3,4,0,1
1134,27,3,4,0,1,1,3,3,0,1
1135,26,2,3,1,1,0,4,4,0,1
1136,26,3,4,1,0,1,2,2,0,1
1137,37,3,4,4,1,0,2,4,0,1
1138,48,3,4,11,1,1,1,4,0,1
1139,47,2,3,12,1,1,3,1,0,1
1140,22,2,4,1,1,1,3,4,0,1
1141,48,4,4,1,0,1,1,4,0,1
1142,42,1,3,12,1,1,2,4,0,1
1143,32,4,4,3,1,1,1,4,0,1
1144,33,4,4,3,0,0,1,3,0,1
1145,45,4,4,1,1,0,1,4,0,1
1146,26,2,3,1,1,0,3,4,1,1
1147,45,4,4,1,1,1,1,4,0,1
1148,25,3,3,1,1,0,2,4,0,1
1149,36,4,3,3,1,0,3,2,0,1
1150,31,3,3,2,1,0,3,3,0,1
1151,22,3,4,2,1,1,3,3,0,1
1152,46,4,4,10,1,1,1,3,0,1
1153,26,2,3,3,1,1,3,4,0,1
1154,25,3,2,1,1,0,3,3,0,1
1155,20,4,4,0,0,0,2,4,0,1
1156,31,3,4,3,0,0,2,4,0,1
1157,36,3,3,3,0,0,2,3,1,1
1158,47,3,2,5,1,1,4,4,0,1
1159,43,3,4,2,0,1,3,4,0,1
1160,20,3,4,0,1,1,3,3,0,1
1161,24,4,4,4,1,1,1,4,0,1
1162,33,2,2,3,0,0,2,4,0,1
1163,41,3,4,3,0,1,2,4,0,1
1164,48,3,4,4,0,1,2,4,0,1
1165,32,4,4,1,0,1,1,4,0,1
1166,38,3,3,4,0,0,3,2,1,1
1167,48,3,4,8,1,1,3,3,0,1
1168,34,1,3,4,1,0,3,4,0,1
1169,31,1,1,6,1,1,3,2,0,1
1170,46,1,2,7,1,1,3,1,1,1
1171,45,2,2,7,1,1,3,1,1,1
1172,34,3,4,4,0,1,3,1,1,1
1173,16,2,4,1,1,1,3,4,0,1
1174,18,3,2,1,1,1,3,1,0,1
1175,22,2,2,1,1,1,3,1,1,1
1176,32,2,2,2,1,1,2,4,0,1
1177,41,1,3,3,1,0,2,4,0,1
1178,22,3,3,2,1,1,2,4,0,1
1179,23,3,2,0,1,1,2,2,0,1
1180,22,3,4,0,1,0,3,4,0,1
1181,40,2,2,6,1,1,2,2,1,1
1182,29,3,4,1,0,1,2,3,0,1
1183,42,4,4,0,0,0,3,4,0,1
1184,29,3,4,2,1,1,3,4,0,1
1185,31,3,2,1,1,1,3,4,0,1
1186,28,4,4,3,0,0,1,4,0,1
1187,21,2,3,0,1,1,3,4,0,1
1188,26,4,4,2,1,1,1,3,0,1
1189,37,3,4,0,1,1,3,4,0,1
1190,24,3,4,2,1,1,2,2,0,1
1191,25,4,4,0,0,1,2,4,0,1
1192,22,2,1,0,1,1,2,2,0,1
1193,45,4,4,1,1,1,1,4,0,1
1194,47,4,4,1,1,1,1,4,0,1
1195,28,4,4,5,1,0,3,4,0,1
1196,24,2,2,4,1,1,3,4,0,1
1197,34,3,3,6,1,1,2,3,0,1
1198,47,2,3,5,1,1,1,1,0,1
1199,31,3,4,2,1,1,1,4,0,1
1200,26,1,3,1,1,1,3,1,0,1
1201,25,4,4,3,1,1,1,2,0,1
1202,47,1,1,4,1,1,2,2,0,1
1203,48,1,1,8,1,1,1,1,1,1
1204,38,2,2,10,1,1,3,2,0,1
1205,32,1,3,4,1,1,2,2,1,1
1206,47,1,2,2,1,1,2,4,0,1
1207,27,4,4,3,1,1,1,4,0,1
1208,40,1,1,0,1,1,3,2,0,1
1209,46,4,4,6,1,1,1,4,0,1
1210,33,3,3,3,1,1,3,4,0,1
1211,49,1,2,5,1,0,2,2,1,1
1212,21,2,4,3,1,1,3,2,0,1
1213,31,4,4,0,0,0,2,4,0,1
1214,42,4,4,4,1,1,3,4,0,2
1215,35,4,4,3,1,1,1,4,0,2
1216,31,4,4,4,1,1,3,3,0,2
1217,42,4,4,6,1,1,1,3,0,2
1218,49,3,4,4,1,1,3,4,0,2
1219,21,4,4,1,1,1,1,3,0,2
1220,28,3,4,3,1,1,1,4,0,2
1221,22,4,4,1,1,1,1,3,0,2
1222,36,4,4,3,1,0,1,4,0,2
1223,45,2,2,9,1,1,3,3,0,2
1224,40,4,4,4,1,1,1,4,0,2
1225,30,2,2,7,1,1,3,4,0,2
1226,35,4,4,5,1,0,1,4,0,2
1227,26,2,4,2,1,1,1,4,0,2
1228,45,4,4,3,1,1,1,4,0,2
1229,27,3,3,2,1,1,3,4,0,2
1230,32,4,4,4,1,1,1,2,0,2
1231,27,4,4,3,1,1,1,3,0,2
1232,28,4,4,2,0,1,1,4,0,2
1233,30,4,4,3,1,1,2,1,0,2
1234,34,4,4,4,1,1,2,4,0,2
1235,26,3,4,3,1,1,2,3,0,2
1236,44,1,4,2,1,1,1,3,0,2
1237,29,4,4,3,1,1,1,4,0,2
1238,26,3,4,2,1,1,3,3,0,2
1239,41,4,4,8,1,1,1,4,0,2
1240,32,3,3,4,1,0,3,3,0,2
1241,23,3,1,1,1,0,3,3,0,2
1242,38,2,3,4,1,1,1,2,0,2
1243,22,4,4,1,1,0,2,2,0,2
1244,34,3,4,3,0,1,1,4,0,2
1245,38,3,4,7,0,1,2,3,0,2
1246,21,4,4,1,1,1,1,4,0,2
1247,43,1,3,4,1,1,1,4,0,2
1248,44,3,3,9,1,1,1,1,0,2
1249,24,4,4,1,1,1,2,4,0,2
1250,27,4,4,1,1,0,3,3,0,2
1251,34,3,4,4,1,1,3,3,0,2
1252,29,3,4,2,1,1,1,4,0,2
1253,26,4,4,1,1,0,2,3,0,2
1254,37,4,4,7,1,1,1,4,0,2
1255,21,3,4,3,1,1,1,4,0,2
1256,47,4,4,4,0,1,2,4,0,2
1257,41,4,4,3,1,0,2,3,0,2
1258,29,3,4,3,1,1,1,3,0,2
1259,25,4,4,1,1,0,1,4,0,2
1260,33,4,4,2,0,0,1,3,0,2
1261,23,4,4,1,0,1,1,4,0,2
1262,32,4,4,4,1,1,2,3,0,2
1263,45,4,4,3,1,1,1,4,0,2
1264,37,4,4,4,1,1,1,4,0,2
1265,35,2,4,4,0,1,3,2,0,2
1266,37,4,4,3,1,1,3,4,0,2
1267,35,4,4,5,1,1,2,4,0,2
1268,23,4,4,1,1,1,3,3,0,2
1269,38,2,2,8,1,1,2,2,0,2
1270,41,4,4,4,0,0,2,4,0,2
1271,35,1,2,9,1,0,3,1,0,2
1272,29,4,4,3,1,1,3,2,0,2
1273,26,3,3,2,1,1,1,3,0,2
1274,22,3,3,2,1,1,3,3,0,2
1275,30,2,3,5,1,1,3,1,1,2
1276,36,4,4,3,1,1,3,3,0,2
1277,26,3,4,3,1,1,1,4,0,2
1278,32,4,4,2,1,0,3,4,0,2
1279,39,4,4,3,0,1,2,4,0,2
1280,29,3,4,3,1,1,1,3,0,2
1281,40,4,4,5,1,1,1,3,0,2
1282,43,3,3,6,1,0,3,2,0,2
1283,44,3,4,6,1,1,3,2,0,2
1284,24,4,4,2,1,1,2,4,0,2
1285,42,4,4,3,1,0,1,4,0,2
1286,33,3,4,2,1,1,1,4,0,2
1287,24,4,4,1,0,1,2,3,0,2
1288,28,3,4,2,0,1,2,3,0,2
1289,32,2,1,5,1,0,2,2,0,2
1290,26,2,2,4,1,1,3,4,0,2
1291,27,4,4,1,1,1,1,4,0,2
1292,41,3,4,3,0,1,2,4,0,2
1293,28,3,4,2,0,1,3,3,0,2
1294,23,4,4,1,1,0,3,4,0,2
1295,31,2,2,4,1,1,4,3,1,2
1296,33,4,4,3,0,1,2,4,0,2
1297,35,4,4,5,1,1,1,4,0,2
1298,39,3,4,5,1,1,3,4,0,2
1299,27,4,4,2,1,1,1,3,0,2
1300,48,4,4,3,0,1,1,4,0,2
1301,25,3,1,2,1,0,3,4,0,2
1302,38,4,4,4,1,1,2,4,0,2
1303,48,4,4,7,1,0,1,4,0,2
1304,34,4,4,4,1,0,3,3,0,2
1305,36,3,3,4,1,1,1,3,0,2
1306,34,4,4,3,1,0,3,4,0,2
1307,42,4,4,4,0,0,2,4,0,2
1308,45,3,3,5,0,1,1,3,0,2
1309,37,4,4,4,0,1,2,4,0,2
1310,38,4,4,3,0,0,2,4,0,2
1311,42,3,3,4,0,1,3,4,0,2
1312,42,2,4,5,0,1,2,3,0,2
1313,41,4,4,6,1,1,1,4,0,2
1314,43,4,4,5,0,1,1,4,0,2
1315,34,4,4,2,0,0,3,2,0,2
1316,44,2,3,1,0,1,2,4,0,2
1317,41,4,4,4,0,1,1,4,0,2
1318,36,4,4,3,1,1,1,4,0,2
1319,34,1,2,5,1,1,3,4,0,2
1320,32,3,2,5,1,1,3,3,0,3
1321,34,3,3,6,1,1,1,4,0,3
1322,24,4,4,2,1,0,3,3,0,3
1323,21,3,3,1,0,1,3,2,0,3
1324,38,4,3,9,1,1,3,3,0,3
1325,39,4,4,3,1,0,1,4,0,3
1326,35,2,2,6,1,0,2,2,1,3
1327,30,2,3,7,1,1,3,3,0,3
1328,17,3,4,1,1,1,3,3,0,3
1329,32,2,4,3,1,1,3,4,0,3
1330,43,4,4,5,0,1,1,4,0,3
1331,31,2,2,4,1,1,3,3,0,3
1332,24,1,2,3,1,1,3,2,0,3
1333,26,2,4,3,1,1,1,3,0,3
1334,35,3,4,4,1,0,1,4,0,3
1335,46,3,4,4,1,0,3,4,0,3
1336,29,2,3,3,1,1,3,3,0,3
1337,21,3,4,1,1,0,3,4,0,3
1338,31,4,4,5,1,0,1,4,0,3
1339,24,4,4,2,1,1,3,3,0,3
1340,24,2,4,3,1,1,3,3,0,3
1341,36,4,4,4,1,1,1,3,0,3
1342,37,2,3,9,1,1,3,3,0,3
1343,37,3,3,6,1,1,3,3,0,3
1344,37,3,3,11,1,1,1,2,0,3
1345,44,4,4,4,0,1,2,3,0,3
1346,35,2,3,6,1,1,2,3,0,3
1347,25,4,4,3,1,1,3,3,0,3
1348,21,4,4,2,1,1,2,3,0,3
1349,24,1,2,3,1,1,3,2,0,3
1350,16,2,3,1,1,1,3,1,0,3
1351,21,3,2,1,1,1,3,1,1,3
1352,25,2,4,2,1,1,2,4,0,3
1353,26,4,4,1,1,0,2,4,0,3
1354,43,4,4,2,1,1,1,4,0,3
1355,24,4,4,1,1,1,1,4,0,3
1356,30,3,4,3,0,1,3,3,0,3
1357,30,2,3,3,1,1,3,3,0,3
1358,26,4,4,2,1,1,3,3,0,3
1359,29,2,4,4,1,1,3,2,0,3
1360,24,3,4,4,1,1,3,1,0,3
1361,29,3,3,2,1,1,3,2,0,3
1362,29,1,2,1,1,1,3,3,0,3
1363,22,4,4,1,1,1,2,4,0,3
1364,30,3,3,4,1,0,3,2,0,3
1365,24,4,4,1,1,1,2,3,0,3
1366,25,4,4,2,1,1,1,2,0,3
1367,44,4,4,5,1,0,1,4,0,3
1368,28,2,3,3,1,1,2,4,0,3
1369,22,3,3,1,1,1,3,2,0,3
1370,30,2,2,6,1,0,2,3,0,3
1371,25,3,4,3,1,1,2,4,0,3
1372,25,4,4,2,1,1,3,3,0,3
1373,33,4,4,2,1,0,1,4,0,3
1374,33,3,3,4,1,0,2,3,0,3
1375,26,3,3,2,1,0,2,2,0,3
1376,29,3,4,5,1,1,3,3,0,3
1377,32,3,3,4,1,1,2,1,0,3
1378,30,4,4,1,1,0,3,2,0,3
1379,37,4,4,1,0,1,1,4,0,3
1380,31,1,2,4,1,1,3,3,0,3
1381,36,1,2,4,1,1,3,1,1,3
1382,36,2,2,7,1,0,2,2,1,3
1383,26,3,4,2,1,0,2,4,0,3
1384,36,4,4,3,1,1,1,4,0,3
1385,28,4,4,1,1,1,2,4,0,3
1386,33,4,4,5,1,1,3,3,0,3
1387,25,3,4,2,1,0,2,4,0,3
1388,31,4,4,2,0,1,1,4,0,3
1389,38,4,4,4,1,0,1,4,0,3
1390,35,1,2,5,1,1,3,3,0,3
1391,33,4,4,3,0,0,2,4,0,3
1392,30,2,2,2,1,1,3,2,0,3
1393,20,3,3,2,1,1,2,2,1,3
1394,18,3,3,1,1,1,2,2,0,3
1395,30,3,2,3,1,1,3,3,0,3
1396,35,2,3,6,1,0,3,2,0,3
1397,22,3,3,2,1,1,3,1,0,3
1398,28,2,4,7,1,1,3,3,0,3
1399,21,3,3,1,1,1,3,1,0,3
1400,27,3,4,4,1,1,3,4,0,3
1401,30,3,4,3,1,1,3,3,0,3
1402,25,3,4,2,1,1,3,3,0,3
1403,26,4,4,3,1,1,3,2,0,3
1404,37,2,4,5,1,1,1,4,0,3
1405,47,1,3,9,1,0,3,3,0,3
1406,36,1,1,5,1,1,3,3,0,3
1407,36,2,3,6,1,1,2,4,0,3
1408,36,4,4,3,1,1,2,4,0,3
1409,28,4,4,4,1,1,3,4,0,3
1410,21,4,4,2,1,1,3,3,0,3
1411,25,4,4,2,1,1,2,3,0,3
1412,30,3,4,3,1,1,3,4,0,3
1413,22,3,3,3,1,1,3,3,0,3
1414,23,4,3,2,1,0,2,3,0,3
1415,36,3,4,9,1,1,3,4,0,3
1416,28,4,3,2,1,1,3,2,0,3
1417,46,2,2,5,1,1,2,4,0,3
1418,47,4,4,5,1,1,3,2,0,3
1419,41,1,4,5,1,0,2,4,0,3
1420,44,4,4,5,1,1,3,4,0,3
1421,34,2,3,3,0,1,3,2,1,3
1422,37,2,3,6,1,1,3,4,0,3
1423,34,4,4,2,0,1,1,4,0,3
1424,22,2,4,2,1,1,3,2,0,3
1425,33,2,3,4,1,1,2,3,0,3
1426,21,3,4,3,1,1,3,1,0,3
1427,31,4,4,4,1,0,3,4,0,3
1428,41,4,3,5,1,0,3,4,0,3
1429,30,4,3,4,1,1,3,3,0,3
1430,32,2,4,5,1,1,3,4,0,3
1431,27,4,4,2,0,0,2,4,0,3
1432,26,4,4,1,0,0,2,4,0,3
1433,42,4,4,5,0,1,2,4,0,3
1434,24,4,4,1,1,1,1,3,0,3
1435,37,4,4,6,1,1,1,4,0,3
1436,30,2,3,5,1,0,3,4,0,3
1437,27,4,4,1,1,1,1,4,0,3
1438,34,2,4,6,1,1,3,3,0,3
1439,32,3,4,5,0,1,1,4,0,3
1440,28,4,4,1,0,0,2,4,0,3
1441,29,3,3,1,0,0,2,4,0,3
1442,42,4,4,3,0,1,2,4,0,3
1443,21,2,2,0,0,1,4,4,0,3
1444,22,4,4,2,1,1,3,4,0,3
1445,36,4,4,3,0,1,3,4,0,3
1446,45,2,3,3,0,0,2,4,0,3
1447,34,4,4,2,0,0,2,4,0,3
1448,35,2,3,5,1,1,3,3,0,3
1449,19,4,4,1,1,1,2,3,0,3
1450,27,4,4,4,1,1,3,3,0,3
1451,37,2,4,4,1,0,2,3,0,3
1452,26,3,2,4,1,1,3,4,0,3
1453,28,1,3,5,1,1,3,4,0,3
1454,31,3,4,5,1,1,1,4,0,3
1455,32,2,2,6,1,1,2,3,0,3
1456,40,2,2,4,0,0,2,4,0,3
1457,27,3,3,5,1,1,2,4,0,3
1458,27,2,2,3,1,1,2,2,1,3
1459,37,4,4,5,0,0,2,4,0,3
1460,22,4,3,1,1,1,2,2,0,3
1461,27,4,4,4,1,1,1,2,1,3
1462,21,4,4,1,0,1,2,4,0,3
1463,30,1,3,2,1,1,3,4,0,3
1464,23,2,2,1,1,1,2,4,0,3
1465,25,2,4,3,1,1,1,3,0,3
1466,42,2,4,6,1,1,2,4,0,3
1467,29,4,4,3,1,1,1,4,0,3
1468,33,4,4,2,1,0,2,4,0,3
1469,33,4,4,3,1,1,1,4,0,3
1470,39,3,3,8,1,0,1,4,0,3
1471,33,3,3,4,1,0,2,2,0,3
1472,17,3,3,1,1,1,2,4,0,3
